27
4.50	4.497210e+1	6.919440e+1	6.888030e+1	2.494579e+1	2.198221e+1	-3.366585e+1	-5.281814e+1	-4.890040e+1	-3.407010e+1	-2.245178e+1	-9.196515e+0	
5.00	4.506001e+1	2.772153e+1	5.989455e+1	2.502512e-1	9.554641e-1	-2.067806e+1	-4.683704e+1	-3.220847e+1	-2.671376e+1	-9.735490e+0	-5.323592e+0	
5.50	5.255145e+1	-2.346507e+1	6.252775e+1	-2.311350e+1	-4.425370e+0	-8.586439e+0	-2.753513e+1	-1.169485e+1	-1.802707e+1	-4.095855e-1	-3.826052e+0	
6.00	6.207827e+1	-6.723024e+1	7.779727e+1	-4.349646e+1	6.290204e+0	-1.234641e+1	-1.150247e-1	-8.950028e+0	-2.039519e+0	-3.055943e+0	9.581567e-2	
6.50	6.124295e+1	-7.405833e+1	7.109292e+1	-3.174414e+1	-4.680976e+0	-4.742972e+0	5.147666e-1	-9.254955e-1	-7.542428e-1	-5.583380e-1	-1.893774e-1	
7.00	5.494450e+1	-6.621569e+1	6.262763e+1	-2.027246e+1	-9.561889e+0	-3.812021e+0	1.627525e+0	3.586530e+0	3.921091e+0	3.518813e+0	2.104834e+0	
7.50	4.817494e+1	-4.805250e+1	6.137823e+1	-5.630025e+0	-6.522442e+0	-5.318128e+0	-3.392295e+0	-3.071840e+0	-3.085699e+0	-2.534136e+0	-1.450820e+0	
8.00	4.017778e+1	-3.155328e+1	5.823288e+1	6.031382e+0	1.382630e+0	4.335671e-1	1.691303e+0	1.773021e+0	1.378200e+0	9.188321e-1	4.708247e-1	
8.50	3.181073e+1	-1.998621e+1	5.029680e+1	9.774459e+0	3.581034e+0	8.248677e-1	1.231601e+0	1.078604e+0	7.827776e-1	4.874202e-1	2.395168e-1	
9.00	2.418595e+1	-1.228281e+1	4.073026e+1	9.903436e+0	3.849368e+0	5.604948e-1	6.017737e-1	4.393888e-1	2.965522e-1	1.693748e-1	8.013016e-2	
9.50	1.784742e+1	-7.234815e+0	3.157132e+1	8.650774e+0	3.466351e+0	3.781009e-1	2.873431e-1	1.583538e-1	1.005305e-1	5.171533e-2	2.468631e-2	
10.00	1.286383e+1	-4.034585e+0	2.367134e+1	6.990058e+0	2.859035e+0	2.744611e-1	1.495257e-1	5.327717e-2	3.250822e-2	1.470244e-2	8.040612e-3	
10.50	9.095157e+0	-2.088002e+0	1.728456e+1	5.374385e+0	2.228513e+0	2.083832e-1	8.686427e-2	1.694046e-2	1.010499e-2	4.219980e-3	3.153228e-3	
11.00	6.327280e+0	-9.616766e-1	1.235041e+1	3.988225e+0	1.670064e+0	1.606717e-1	5.547509e-2	4.509471e-3	2.986367e-3	1.064763e-3	1.609025e-3	
11.50	4.340448e+0	-3.493392e-1	8.665019e+0	2.880520e+0	1.215627e+0	1.234143e-1	3.793759e-2	4.662919e-4	1.581565e-3	-3.204573e-4	1.327544e-3	
12.00	2.940825e+0	-4.372182e-2	5.983978e+0	2.034725e+0	8.649373e-1	9.361655e-2	2.591128e-2	-9.018620e-4	1.374009e-3	-4.226193e-4	4.187642e-4	
12.50	1.970551e+0	8.886667e-2	4.076268e+0	1.410427e+0	6.039960e-1	6.982423e-2	1.779486e-2	-5.789964e-4	4.586995e-4	4.767770e-6	2.589884e-5	
13.00	1.307177e+0	1.309609e-1	2.742770e+0	9.622639e-1	4.152290e-1	5.098556e-2	1.231779e-2	-6.429557e-4	2.339076e-4	2.278159e-4	5.504842e-4	
14.00	5.600808e-1	1.111985e-1	1.202871e+0	4.309797e-1	1.884374e-1	2.489401e-2	5.851894e-3	1.300503e-4	3.116453e-4	1.515900e-4	3.012339e-4	
15.00	2.325957e-1	6.635478e-2	5.086418e-1	1.857079e-1	8.223907e-2	1.139134e-2	2.706361e-3	3.000870e-5	1.706968e-4	-1.235911e-4	7.763325e-5	
16.00	9.407877e-2	3.427467e-2	2.085855e-1	7.749343e-2	3.443484e-2	4.832973e-3	1.157844e-3	3.974406e-5	-8.936194e-5	-6.155269e-5	5.857305e-5	
17.00	3.722845e-2	1.632743e-2	8.332680e-2	3.163754e-2	1.407543e-2	2.012258e-3	4.400300e-4	1.323021e-5	1.078468e-5	4.217310e-6	3.830044e-5	
18.00	1.445038e-2	7.450765e-3	3.262374e-2	1.263269e-2	5.605218e-3	8.384848e-4	1.572123e-4	1.500564e-5	6.693670e-7	-3.416067e-5	-3.338906e-5	
19.00	5.528972e-3	3.251680e-3	1.250977e-2	5.013628e-3	2.182374e-3	3.128334e-4	3.546664e-5	3.166034e-5	5.557533e-5	4.024490e-5	-1.343611e-5	
20.00	2.081428e-3	1.399594e-3	4.711338e-3	1.914123e-3	8.115292e-4	1.364386e-4	6.827233e-5	5.292130e-6	-5.457158e-5	5.296883e-5	-2.493985e-5	
21.00	7.557921e-4	5.931331e-4	1.758062e-3	7.262799e-4	3.154881e-4	1.377867e-5	1.102351e-5	4.047264e-5	-6.427990e-6	2.999862e-5	-4.111677e-5	
26.00	0.000000e+0	0.000000e+0	0.000000e+0	0.000000e+0	0.000000e+0	0.000000e+0	0.000000e+0	0.000000e+0	0.000000e+0	0.000000e+0	0.000000e+0	
