27
4.50	2.148509e+3	1.046930e+3	-1.920239e+3	-1.296096e+3	-3.841383e+2	-9.569643e+1	-1.944435e+2	3.457014e+1	2.009067e+2	1.888648e+2	4.724881e+1	
5.00	2.238528e+3	9.549874e+2	-1.884239e+3	-1.340458e+3	-5.699595e+2	-3.541460e+1	-1.451995e+1	1.326831e+2	1.397108e+2	1.653626e+2	7.088440e+1	
5.50	2.356683e+3	5.449056e+2	-1.672426e+3	-1.253165e+3	-5.680455e+2	-6.706737e+1	8.872678e+1	1.977897e+2	1.207217e+2	1.143051e+2	3.594463e+1	
6.00	2.535869e+3	5.662914e+0	-1.291914e+3	-1.166020e+3	-4.180728e+2	-2.111041e+2	1.097073e+2	9.889572e+1	1.335620e+2	5.866894e+1	3.865930e+1	
6.50	2.689392e+3	-2.791481e+2	-1.083666e+3	-9.202102e+2	-4.444335e+2	-2.375181e+2	-3.486693e+1	3.641273e+1	6.455163e+1	4.951596e+1	2.815261e+1	
7.00	2.840998e+3	-3.575699e+2	-8.717275e+2	-6.812395e+2	-4.132978e+2	-2.444701e+2	-1.064341e+2	-1.709673e+1	2.877674e+1	3.897851e+1	2.642502e+1	
7.50	3.011399e+3	-2.429555e+2	-5.498853e+2	-3.825591e+2	-2.868479e+2	-2.282716e+2	-1.954363e+2	-1.643361e+2	-1.337768e+2	-9.801797e+1	-5.299766e+1	
8.00	3.159424e+3	-8.057881e+1	-2.188280e+2	-4.844483e+1	-4.812970e+0	2.600540e+1	2.998951e+1	3.066294e+1	2.657009e+1	1.912828e+1	1.009877e+1	
8.50	3.243242e+3	-2.536528e+1	-9.526422e+1	3.111826e+1	3.012682e+1	3.615347e+1	2.725555e+1	2.059341e+1	1.490625e+1	9.642499e+0	4.782492e+0	
9.00	3.295838e+3	-2.457550e+0	-3.779863e+1	4.924856e+1	2.733599e+1	2.386286e+1	1.445274e+1	8.689277e+0	5.322201e+0	3.088417e+0	1.434195e+0	
9.50	3.330058e+3	7.296538e+0	-8.811990e+0	4.972761e+1	2.048220e+1	1.422503e+1	7.262946e+0	3.460830e+0	1.761902e+0	9.043566e-1	3.855047e-1	
10.00	3.352645e+3	1.020927e+1	4.959012e+0	4.438495e+1	1.467794e+1	8.213529e+0	3.673431e+0	1.409193e+0	5.821140e-1	2.692228e-1	9.652109e-2	
10.50	3.367869e+3	9.568285e+0	1.023546e+1	3.733731e+1	1.039732e+1	4.655854e+0	1.873888e+0	6.113208e-1	2.027925e-1	7.231380e-2	2.577339e-2	
11.00	3.378472e+3	7.369872e+0	1.099152e+1	3.024766e+1	7.315654e+0	2.593205e+0	9.636909e-1	2.761712e-1	8.015175e-2	2.184663e-2	1.466999e-3	
11.50	3.386171e+3	4.800971e+0	9.625304e+0	2.383732e+1	5.108281e+0	1.422986e+0	4.960550e-1	1.407236e-1	2.374752e-2	1.949152e-2	9.208077e-3	
12.00	3.392010e+3	2.489499e+0	7.530204e+0	1.839053e+1	3.524117e+0	7.704803e-1	2.533796e-1	7.966494e-2	1.037035e-3	9.681263e-3	1.167839e-2	
12.50	3.396602e+3	6.996612e-1	5.419375e+0	1.394855e+1	2.386758e+0	4.110200e-1	1.305170e-1	4.066936e-2	-3.274089e-3	-2.242040e-3	1.682030e-2	
13.00	3.400305e+3	-5.432206e-1	3.624885e+0	1.044717e+1	1.590031e+0	2.082157e-1	6.656122e-2	2.946194e-2	2.512169e-3	-4.755232e-3	1.407922e-3	
14.00	3.405844e+3	-1.666117e+0	1.195683e+0	5.703114e+0	6.738489e-1	3.787526e-2	1.498088e-2	1.487023e-2	1.488511e-3	-4.452332e-3	-9.627856e-3	
15.00	3.409618e+3	-1.732479e+0	4.102033e-2	3.063840e+0	2.587407e-1	6.765205e-4	-7.356379e-3	1.293761e-2	-7.442544e-3	9.455426e-3	-5.042678e-3	
16.00	3.412165e+3	-1.388312e+0	-3.878377e-1	1.659929e+0	8.563545e-2	-3.401876e-3	-5.998255e-3	-4.802675e-4	-9.486236e-4	2.678143e-3	3.934664e-3	
17.00	3.413861e+3	-9.881526e-1	-4.708838e-1	9.211427e-1	1.900168e-2	-4.180046e-3	-6.586145e-3	1.391722e-3	1.371672e-3	4.545788e-4	3.110982e-3	
18.00	3.414981e+3	-6.614533e-1	-4.260589e-1	5.350585e-1	-5.681630e-3	-4.058106e-3	-4.810443e-3	-1.550292e-3	4.119214e-4	1.926279e-3	5.012544e-3	
19.00	3.415717e+3	-4.285801e-1	-3.424749e-1	3.240664e-1	-9.158810e-3	-3.622169e-3	-3.139900e-3	1.939128e-3	-5.321509e-4	1.084512e-3	4.247043e-3	
20.00	3.416204e+3	-2.763128e-1	-2.665112e-1	2.049165e-1	-1.288932e-2	-3.275056e-4	1.055002e-3	7.535656e-3	6.380240e-3	6.102326e-3	4.570434e-3	
21.00	3.416532e+3	-1.759356e-1	-1.979463e-1	1.363218e-1	-8.646555e-3	-1.736851e-3	-4.148301e-4	1.598844e-3	1.353643e-3	1.860766e-3	1.894770e-3	
26.00	3.417151e+3	-2.663677e-2	-4.691634e-2	2.491969e-2	-3.665144e-3	6.379985e-3	2.306073e-3	-3.154865e-3	3.852740e-3	5.817529e-3	-2.568234e-3	
